2.812500000000000000e+01,2.725359013693769428e-01,2.574688235294117476e+03,3.416666666666667140e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
1.420000000000000000e+02,2.725376286571790097e-01,2.551433333333332939e+03,3.416666666666667140e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+03
1.105156250000000000e+02,2.725378762466006966e-01,2.548099999999999909e+03,3.416666666666667140e+01,2.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.000000000000000000e+02
3.204687500000000000e+01,2.700828643937074891e-01,2.567366666666666333e+03,3.450000000000000000e+01,1.500000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,3.000000000000000000e+02
2.390625000000000000e+01,2.725353785401199436e-01,2.581727272727272521e+03,3.416666666666667140e+01,2.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.746875000000000000e+01,2.725379526457130663e-01,2.547071428571428442e+03,3.416666666666667140e+01,2.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.817187500000000000e+01,2.430895712143053278e-01,2.598888888888888687e+03,3.777777777777777857e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,1.000000000000000056e-01,2.000000000000000000e+02
2.825000000000000000e+01,2.678911746373167091e-01,2.556035897435897368e+03,3.480303030303029743e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000000e+02
2.876562500000000000e+01,2.400990623457652795e-01,2.541528822055138335e+03,3.681203007518796966e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,2.000000000000000000e+02
2.910937500000000000e+01,2.303548024052619048e-01,2.532886403508771764e+03,3.952631578947368496e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000000e+02
2.120312500000000000e+01,1.656891688294207798e-01,2.630295417082917083e+03,5.065734265734266017e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+02
2.904687500000000000e+01,1.792440459132347841e-01,2.651096836496836204e+03,4.814430014430013927e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02
