3.101562500000000000e+01,2.569734900117091603e-01,2.563104678362573395e+03,3.527777777777777857e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.950000000000000000e+01,2.569732853022110852e-01,2.566204678362572849e+03,3.527777777777777857e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.240625000000000000e+01,2.649363934199466808e-01,2.561052631578947512e+03,3.469298245614035636e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.525000000000000000e+01,2.703031137312548182e-01,2.580730681818181893e+03,3.446969696969696884e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.543750000000000000e+01,2.626174066535238993e-01,2.557552631578947512e+03,3.502631578947368496e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.506250000000000000e+01,2.649356318466116189e-01,2.571902631578947421e+03,3.469298245614035636e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
1.682812500000000000e+01,2.569730181685848103e-01,2.570250000000000000e+03,3.527777777777777857e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.401562500000000000e+01,2.530336900792923283e-01,2.547957070707070670e+03,3.588383838383838054e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.428125000000000000e+01,2.569724782070094138e-01,2.578426900584795476e+03,3.527777777777777857e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
2.812500000000000000e+01,2.725359013693769428e-01,2.574688235294117476e+03,3.416666666666667140e+01,2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000000e+02
